,words,tf,idf,tfidf
3582,elena,30.0,5.351624476916765,160.54873430750294
3583,elena_asimakopoulou,3.0,9.208839245849916,27.626517737549747
3584,elena_helenanails,5.0,8.698013622083925,43.49006811041963
3585,elenachristofi_,3.0,9.208839245849916,27.626517737549747
3586,elenadrakou,58.0,6.457303932807966,374.52362810286206
3587,elenaginabags,17.0,7.47423819046181,127.06204923785076
3588,elenaginahandmadecreations,18.0,7.41707977662186,133.50743597919347
3589,elenamakri,3.0,7.909556261719655,23.728668785158966
3590,elenamakri_jewels_etc,4.0,8.921157173398134,35.684628693592536
3591,elenamakrimykonos,10.0,8.228009992838189,82.28009992838189
3592,elenamakrimykonos_store,7.0,8.361541385462711,58.530789698238976
3593,elenamariottimua,3.0,9.208839245849916,27.626517737549747
3594,elenasdiary_blog,8.0,8.228009992838189,65.82407994270551
3595,elenavotsi,14.0,7.3117192609640345,102.36406965349649
3596,elenavotsihome,4.0,8.921157173398134,35.684628693592536
3597,elenavotsihydra,8.0,8.228009992838189,65.82407994270551
3598,elenavotsiporcelain,3.0,9.208839245849916,27.626517737549747
3599,elenavotsistore,17.0,7.47423819046181,127.06204923785076
3600,elenhk,33.0,7.363012555351585,242.9794143266023
3601,elenhkquotes,3.0,9.208839245849916,27.626517737549747
3602,eleni,45.0,5.7224840558474535,257.5117825131354
3603,eleni_kioyl,3.0,9.208839245849916,27.626517737549747
3604,elenimenegaki,47.0,6.523261900599764,306.5933093281889
3605,elenipetroulaki,14.0,8.00486644152398,112.06813018133572
3606,elenitsolaki,15.0,7.822544884730025,117.33817327095038
3607,elenivaitsou,3.0,9.208839245849916,27.626517737549747
3608,eleonorameleti,3.0,9.208839245849916,27.626517737549747
3609,elephant,6.0,8.698013622083925,52.18808173250355
3610,elff,13.0,8.00486644152398,104.06326373981173
3611,elgreco,11.0,8.00486644152398,88.05353085676379
3612,eliasso,12.0,7.822544884730025,93.8705386167603
3613,elite,3.0,9.61430435395808,28.84291306187424
3614,elizabethtaylor,3.0,9.208839245849916,27.626517737549747
3615,ellada,204.0,4.93217312683386,1006.1633178741075
3616,elladara,6.0,8.51569206528997,51.094152391739826
3617,ellas,6.0,4.276766274256762,25.66059764554057
3618,elle,15.0,4.432520803665995,66.48781205498993
3619,elle_greece,7.0,8.361541385462711,58.530789698238976
3620,ellemag,6.0,8.51569206528997,51.094152391739826
3621,ellikokkinou,34.0,6.781091009901864,230.5570943366634
3622,ellinika,31.0,6.752103473028612,209.31520766388695
3623,ellinikaquotes,15.0,7.599401333415815,113.99102000123723
3624,elnido,4.0,8.921157173398134,35.684628693592536
3625,els,3.0,3.775117242295676,11.325351726887028
3626,elsaprotopsalti,4.0,8.921157173398134,35.684628693592536
3627,else,36.0,6.618572080404089,238.26859489454722
3628,elsuenoboutique,3.0,9.208839245849916,27.626517737549747
3629,eltz,6.0,10.307451534518025,61.84470920710815
3630,elvispresley,5.0,8.698013622083925,43.49006811041963
3631,elzouganeli,5.0,8.698013622083925,43.49006811041963
3632,em,60.0,2.175332761562218,130.5199656937331
3633,email,33.0,6.873464330032879,226.824322891085
3634,emanolivia,4.0,8.921157173398134,35.684628693592536
3635,embellished,3.0,9.208839245849916,27.626517737549747
3636,embodies,10.0,8.00486644152398,80.0486644152398
3637,embrace,6.0,8.51569206528997,51.094152391739826
3638,embroidered,5.0,8.698013622083925,43.49006811041963
3639,embroidery,4.0,6.164316808126492,24.65726723250597
3640,emerald,11.0,7.262929096794602,79.89222006474063
3641,emeralds,8.0,8.361541385462711,66.89233108370169
3642,emeraldwalnutismyname,4.0,8.921157173398134,35.684628693592536
3643,emian_eyewear,4.0,8.921157173398134,35.684628693592536
3644,emir,71.0,6.073345029920766,431.2074971243744
3645,emirates,4.0,8.921157173398134,35.684628693592536
3646,emirkozcuoglu,12.0,7.822544884730025,93.8705386167603
3647,emirkozcuoğlu,27.0,7.011614668513696,189.31359604986977
3648,emma,4.0,8.51569206528997,34.06276826115988
3649,emonkibiza,6.0,9.208839245849916,55.253035475099495
3650,emotional,6.0,8.51569206528997,51.094152391739826
3651,emotions,7.0,8.361541385462711,58.530789698238976
3652,emperor,4.0,9.61430435395808,38.45721741583232
3653,empire,6.0,7.822544884730025,46.93526930838015
3654,empirestatebuilding,3.0,9.208839245849916,27.626517737549747
3655,empty,9.0,7.909556261719655,71.18600635547689
3656,emptyflv,3.0,9.208839245849916,27.626517737549747
3657,emxtionzyoυтυвe,5.0,8.698013622083925,43.49006811041963
3658,emxtionzιnѕтagraм,5.0,8.698013622083925,43.49006811041963
3659,en,103.0,1.2910600555767766,132.97918572440798
3660,ena,4.0,4.461012759460301,17.844051037841204
3661,enamel,5.0,8.921157173398134,44.60578586699067
3662,encore,3.0,9.61430435395808,28.84291306187424
3663,end,49.0,2.8036107878190744,137.37692860313464
3664,ende,5.0,6.087943829341919,30.439719146709592
3665,ended,9.0,7.742502177056489,69.6825195935084
3666,endekada,3.0,9.208839245849916,27.626517737549747
3667,ending,4.0,5.818815164785885,23.27526065914354
3668,endless,15.0,7.171957318588875,107.57935977883312
3669,endlich,6.0,8.921157173398134,53.5269430403888
3670,ends,15.0,3.563392348206678,53.45088522310017
3671,endthedrugwar,8.0,8.228009992838189,65.82407994270551
3672,energy,24.0,6.723932596061915,161.37438230548597
3673,enforcement,5.0,8.921157173398134,44.60578586699067
3674,eng,3.0,4.904774152645746,14.714322457937236
3675,engine,5.0,8.921157173398134,44.60578586699067
3676,england,8.0,8.361541385462711,66.89233108370169
3677,english,32.0,6.873464330032879,219.95085856105212
3678,enhancer,4.0,8.921157173398134,35.684628693592536
3679,enisxisi,7.0,8.361541385462711,58.530789698238976
3680,enjoy,189.0,4.860714162851715,918.6749767789742
3681,enjoyable,3.0,9.208839245849916,27.626517737549747
3682,enjoyed,9.0,8.110226957181807,72.99204261463626
3683,enjoying,27.0,6.940155704531551,187.3842040223519
3684,enjoyinglife,3.0,9.208839245849916,27.626517737549747
3685,enjoylife,6.0,8.51569206528997,51.094152391739826
3686,enjoythelittlethings,3.0,9.208839245849916,27.626517737549747
3687,enjoythemoment,3.0,9.208839245849916,27.626517737549747
3688,enlefkoff,18.0,7.822544884730025,140.80580792514044
3689,enlightsolutions,5.0,8.698013622083925,43.49006811041963
3690,ennymonaco,5.0,8.228009992838189,41.14004996419094
3691,ennymonacokolonaki,5.0,8.698013622083925,43.49006811041963
3692,ennymonacostores,8.0,8.228009992838189,65.82407994270551
3693,enough,45.0,6.618572080404089,297.835743618184
3694,enricofirpo,3.0,9.208839245849916,27.626517737549747
3695,enter,4.0,4.891351132313605,19.56540452925442
3696,entering,4.0,8.921157173398134,35.684628693592536
3697,entertainment,29.0,6.148568451158353,178.30848508359225
3698,entire,7.0,8.361541385462711,58.530789698238976
3699,entrance,15.0,7.822544884730025,117.33817327095038
3700,entrants,3.0,9.208839245849916,27.626517737549747
3701,entre,8.0,6.781091009901864,54.248728079214914
3702,entregas,7.0,8.361541385462711,58.530789698238976
3703,entrepreneur,6.0,8.51569206528997,51.094152391739826
3704,entries,4.0,8.921157173398134,35.684628693592536
3705,entry,5.0,8.698013622083925,43.49006811041963
3706,enviamos,8.0,8.228009992838189,65.82407994270551
3707,envieshoes,6.0,8.698013622083925,52.18808173250355
3708,environment,8.0,7.742502177056489,61.94001741645191
3709,environmental,5.0,8.698013622083925,43.49006811041963
3710,enzo,4.0,8.921157173398134,35.684628693592536
3711,eoutfit,5.0,7.262929096794602,36.31464548397301
3712,eoutfitcom,12.0,7.822544884730025,93.8705386167603
3713,ep,3.0,2.453458447293781,7.360375341881343
3714,epic,18.0,6.229914090612306,112.1384536310215
3715,epicmusic,4.0,8.228009992838189,32.912039971352755
3716,epicmusic_records,9.0,8.51569206528997,76.64122858760973
3717,epicsky,4.0,8.921157173398134,35.684628693592536
3718,epirus,6.0,8.51569206528997,51.094152391739826
3719,episode,66.0,5.925424899844144,391.07804338971346
3720,episodes,7.0,7.742502177056489,54.19751523939542
3721,epitafios,5.0,8.921157173398134,44.60578586699067
3722,epitaph,5.0,8.361541385462711,41.80770692731356
3723,epitaphios,6.0,8.921157173398134,53.5269430403888
3724,epitelous_sk,8.0,8.228009992838189,65.82407994270551
3725,epiteloys_sk,10.0,8.00486644152398,80.0486644152398
3726,epituxia,4.0,8.921157173398134,35.684628693592536
3727,eponymousview,46.0,6.47881013802893,298.02526634933076
3728,epp_post,8.0,8.228009992838189,65.82407994270551
3729,epsilon,4.0,6.523261900599764,26.093047602399057
3730,epsilon_tv,25.0,7.088575709649825,177.21439274124563
3731,epsilontv,28.0,6.752103473028612,189.05889724480113
3732,epsilontvgr,8.0,8.228009992838189,65.82407994270551
3733,er,33.0,0.9288885301273895,30.65332149420385
3734,era,16.0,4.115089045043153,65.84142472069045
3735,erhanalpay,15.0,7.909556261719655,118.64334392579482
3736,eric,3.0,5.358691644139857,16.076074932419573
3737,erie,3.0,4.443820358919928,13.331461076759783
3738,ermarolla,19.0,6.47881013802893,123.09739262254966
3739,ermarollastylebar,38.0,6.669865374791639,253.4548842420823
3740,ermis,4.0,7.742502177056489,30.970008708225954
3741,ero,4.0,4.225232624141579,16.900930496566318
3742,erotas,4.0,7.742502177056489,30.970008708225954
3743,erotic,14.0,6.669865374791639,93.37811524708295
3744,eroticmassage,15.0,7.599401333415815,113.99102000123723
3745,eroticssss,9.0,8.110226957181807,72.99204261463626
3746,erotokritos,4.0,8.51569206528997,34.06276826115988
3747,erotokritosthemusical,6.0,8.51569206528997,51.094152391739826
3748,erredue,4.0,8.921157173398134,35.684628693592536
3749,erreduemakeup,4.0,8.921157173398134,35.684628693592536
3750,errlgrrl,28.0,6.9752470243428215,195.306916681599
3751,es,53.0,1.0329164504998458,54.744571876491825
3752,esake,4.0,8.921157173398134,35.684628693592536
3753,escalada,3.0,9.61430435395808,28.84291306187424
3754,escape,19.0,7.262929096794602,137.99565283909743
3755,eshop,46.0,4.873729530963786,224.19155842433415
3756,eskişehir,4.0,9.61430435395808,38.45721741583232
3757,espadrilles,23.0,7.47423819046181,171.90747838062163
3758,españa,4.0,8.921157173398134,35.684628693592536
3759,especial,4.0,7.363012555351585,29.45205022140634
3760,especialista,3.0,10.307451534518025,30.922354603554076
3761,especially,15.0,7.599401333415815,113.99102000123723
3762,espresso,14.0,7.668394204902767,107.35751886863873
3763,essay,3.0,8.698013622083925,26.094040866251774
3764,essayist,3.0,9.208839245849916,27.626517737549747
3765,esse,4.0,4.432520803665995,17.73008321466398
3766,esseduesunglasses,3.0,9.208839245849916,27.626517737549747
3767,essence,5.0,8.228009992838189,41.14004996419094
3768,essencegreece,4.0,9.208839245849916,36.83535698339966
3769,essential,5.0,6.9752470243428215,34.87623512171411
3770,essentials,22.0,7.171957318588875,157.78306100895526
3771,essie,5.0,7.742502177056489,38.71251088528244
3772,essiepolish,3.0,9.208839245849916,27.626517737549747
3773,essieprogreece,12.0,8.110226957181807,97.32272348618167
3774,est,44.0,2.374730507036077,104.48814230958739
3775,esta,4.0,4.113046143413353,16.452184573653412
3776,estados,3.0,9.61430435395808,28.84291306187424
3777,estambul,5.0,8.698013622083925,43.49006811041963
3778,estamos,3.0,9.208839245849916,27.626517737549747
3779,estanbul,5.0,8.698013622083925,43.49006811041963
3780,estate,3.0,6.546251418824463,19.63875425647339
3781,estelacarrillo,11.0,7.668394204902767,84.35233625393043
3782,estil,23.0,7.47423819046181,171.90747838062163
3783,está,7.0,8.228009992838189,57.59606994986732
3784,estátua,5.0,10.307451534518025,51.53725767259012
3785,estão,5.0,8.698013622083925,43.49006811041963
3786,et,131.0,1.6765725786979715,219.63100780943427
3787,eta,7.0,3.503946276909687,24.52762393836781
3788,etc,14.0,5.606971168725609,78.49759636215853
3789,eternal,9.0,8.110226957181807,72.99204261463626
3790,etheltaughtme,5.0,8.698013622083925,43.49006811041963
3791,ethnic,13.0,7.822544884730025,101.69308350149032
3792,etoilecoral,5.0,9.208839245849916,46.04419622924958
3793,etoimo,9.0,8.110226957181807,72.99204261463626
3794,etsy,59.0,6.569781916234657,387.61713305784474
3795,etsyshops,8.0,8.228009992838189,65.82407994270551
3796,ett,28.0,3.383822906379598,94.74704137862874
3797,etude_official,4.0,8.921157173398134,35.684628693592536
3798,etwas,3.0,9.208839245849916,27.626517737549747
3799,eu,39.0,3.2392795341299836,126.33190183106936
3800,euaggelos,4.0,8.921157173398134,35.684628693592536
3801,eubanks,7.0,10.307451534518025,72.15216074162618
3802,euch,12.0,6.643889888388379,79.72667866066054
3803,eugenia_panag,3.0,9.208839245849916,27.626517737549747
3804,euphoria_mani,8.0,8.228009992838189,65.82407994270551
3805,euphoriastudios,8.0,8.228009992838189,65.82407994270551
3806,eur,13.0,4.415807322692254,57.405495194999304
3807,euro,36.0,4.502316565601537,162.08339636165533
3808,eurohttp,12.0,7.822544884730025,93.8705386167603
3809,euroleague,45.0,6.457303932807966,290.5786769763585
3810,europaspferde,8.0,8.228009992838189,65.82407994270551
3811,europastars,8.0,8.228009992838189,65.82407994270551
3812,europe,128.0,5.034451975954278,644.4098529221476
3813,europe_vacations,3.0,9.208839245849916,27.626517737549747
3814,european,14.0,7.668394204902767,107.35751886863873
3815,eurovision,19.0,7.21640908115971,137.1117725420345
3816,eurovisionert,4.0,8.921157173398134,35.684628693592536
3817,eurovisiongr,5.0,8.698013622083925,43.49006811041963
3818,eurowings,3.0,9.61430435395808,28.84291306187424
3819,euxaristo,7.0,8.361541385462711,58.530789698238976
3820,evagelia_alp,3.0,9.61430435395808,28.84291306187424
3821,evagelia_aravani,3.0,9.208839245849916,27.626517737549747
3822,evagelia_siriopoulou,7.0,8.361541385462711,58.530789698238976
3823,evagelopoulos_pavlos,3.0,9.208839245849916,27.626517737549747
3824,evakyrjewelry,3.0,9.61430435395808,28.84291306187424
3825,evanomikou,5.0,8.698013622083925,43.49006811041963
3826,evaperon,6.0,8.51569206528997,51.094152391739826
3827,evcenf,60.0,6.500789044747705,390.0473426848623
3828,even,75.0,4.716464554007168,353.7348415505376
3829,evening,39.0,6.546251418824463,255.30380533415405
3830,event,49.0,5.471169627566547,268.0873117507608
3831,events,30.0,6.523261900599764,195.69785701799293
3832,ever,105.0,3.160679355065388,331.87133228186576
3833,evermorecruises,15.0,7.742502177056489,116.13753265584732
3834,everun,3.0,9.208839245849916,27.626517737549747
3835,every,125.0,3.786830406959329,473.35380086991614
3836,everybladeofgrass,104.0,5.663060635376652,588.9583060791718
3837,everybody,20.0,7.12939770417008,142.5879540834016
3838,everybodystreet,4.0,8.921157173398134,35.684628693592536
3839,everyday,33.0,5.7748520413647695,190.5701173650374
3840,everydaycarry,15.0,7.668394204902767,115.0259130735415
3841,everydaylook,37.0,6.752103473028612,249.82782850205865
3842,everymorning,4.0,8.921157173398134,35.684628693592536
3843,everyone,130.0,5.424649611931654,705.2044495511151
3844,everything,94.0,5.270498932104396,495.42689961781326
3845,everytime,3.0,9.208839245849916,27.626517737549747
3846,everywhere,29.0,6.04477165747671,175.2983780668246
3847,evigrintelatheshirtdress,9.0,8.110226957181807,72.99204261463626
3848,evil,10.0,6.752103473028612,67.52103473028612
3849,evileye,10.0,7.599401333415815,75.99401333415815
3850,evileyebracelets,4.0,8.921157173398134,35.684628693592536
3851,evileyeprotection,4.0,8.921157173398134,35.684628693592536
3852,evileyes,3.0,9.208839245849916,27.626517737549747
3853,evirelia,3.0,9.208839245849916,27.626517737549747
3854,evita,44.0,6.300118349285555,277.2052073685644
3855,evitagreece,14.0,7.668394204902767,107.35751886863873
3856,evitaperon,3.0,9.208839245849916,27.626517737549747
3857,eviveronica,4.0,8.921157173398134,35.684628693592536
3858,evoke_sg,3.0,9.208839245849916,27.626517737549747
3859,ew,4.0,2.179161362910974,8.716645451643895
3860,ex,3.0,3.0295129615723635,9.08853888471709
3861,exact,3.0,7.742502177056489,23.227506531169468
3862,exactly,10.0,8.00486644152398,80.0486644152398
3863,exam,6.0,7.599401333415815,45.59640800049489
3864,example,7.0,8.361541385462711,58.530789698238976
3865,exams,3.0,9.208839245849916,27.626517737549747
3866,excellent,3.0,9.208839245849916,27.626517737549747
3867,except,4.0,8.361541385462711,33.446165541850846
3868,exceptional,3.0,9.208839245849916,27.626517737549747
3869,exchange,3.0,9.61430435395808,28.84291306187424
3870,excited,48.0,6.337159620965903,304.1836618063634
3871,exclusive,28.0,6.058956292468666,169.65077618912267
3872,exclusively,12.0,7.822544884730025,93.8705386167603
3873,exclusivetoaustralia,4.0,8.921157173398134,35.684628693592536
3874,exclusivities,24.0,7.12939770417008,171.1055449000819
3875,excuse,10.0,8.00486644152398,80.0486644152398
3876,executive,3.0,9.208839245849916,27.626517737549747
3877,exei,5.0,8.00486644152398,40.0243322076199
3878,exercise,8.0,8.228009992838189,65.82407994270551
3879,exhibition,20.0,7.599401333415815,151.9880266683163
3880,exidaveloni,3.0,6.337159620965903,19.01147886289771
3881,exidaveloninatasa,29.0,6.940155704531551,201.264515431415
3882,exist,6.0,8.110226957181807,48.661361743090836
3883,existence,3.0,9.208839245849916,27.626517737549747
3884,exited,5.0,8.698013622083925,43.49006811041963
3885,exklusive_shot,14.0,7.668394204902767,107.35751886863873
3886,exo,3.0,5.900732287253772,17.702196861761315
3887,exoenamistiko,3.0,9.61430435395808,28.84291306187424
3888,exotic,37.0,6.500789044747705,240.5291946556651
3889,exoticbeauty,9.0,8.110226957181807,72.99204261463626
3890,exoticgirl,9.0,8.110226957181807,72.99204261463626
3891,exoume,4.0,8.921157173398134,35.684628693592536
3892,expect,7.0,7.909556261719655,55.36689383203758
3893,expectation,4.0,8.921157173398134,35.684628693592536
3894,expensive,3.0,9.208839245849916,27.626517737549747
3895,experience,36.0,5.463264448059434,196.6775201301396
3896,experienceegypt,11.0,7.909556261719655,87.0051188789162
3897,experiences,11.0,7.909556261719655,87.0051188789162
3898,experiment,4.0,8.921157173398134,35.684628693592536
3899,expert,5.0,5.251205729169717,26.256028645848588
3900,explain,8.0,8.228009992838189,65.82407994270551
3901,explore,23.0,6.618572080404089,152.22715784929406
3902,exploreeverything,4.0,8.921157173398134,35.684628693592536
3903,exploremore,4.0,8.921157173398134,35.684628693592536
3904,explorer,6.0,8.51569206528997,51.094152391739826
3905,exploring,9.0,5.8886109267214275,52.99749834049285
3906,expo,6.0,7.668394204902767,46.0103652294166
3907,exposure,3.0,8.51569206528997,25.547076195869913
3908,express,11.0,7.668394204902767,84.35233625393043
3909,expression,4.0,8.921157173398134,35.684628693592536
3910,exquisite,28.0,5.989963420981715,167.718975787488
3911,exquisite_greece,47.0,6.457303932807966,303.4932848419744
3912,extensions,5.0,8.228009992838189,41.14004996419094
3913,exterior,16.0,7.534862812278244,120.5578049964519
3914,extra,23.0,7.049354996496543,162.1351649194205
3915,extract,5.0,8.921157173398134,44.60578586699067
3916,extreme,3.0,9.208839245849916,27.626517737549747
3917,eye,47.0,4.174053491521376,196.18051410150468
3918,eyebrows,8.0,6.90625415285587,55.25003322284696
3919,eyebrowsonfleek,22.0,7.21640908115971,158.7609997855136
3920,eyecream,3.0,9.208839245849916,27.626517737549747
3921,eyelashes,17.0,7.47423819046181,127.06204923785076
3922,eyelashextensions,3.0,9.208839245849916,27.626517737549747
3923,eyeliner,45.0,6.500789044747705,292.53550701364674
3924,eyelinertutorial,39.0,6.643889888388379,259.1117056471468
3925,eyelook,4.0,8.921157173398134,35.684628693592536
3926,eyes,127.0,5.177552819594952,657.5492080885589
3927,eyeshadow,16.0,7.599401333415815,121.59042133465304
3928,eyewear,10.0,6.457303932807966,64.57303932807966
3929,eyhan,3.0,10.307451534518025,30.922354603554076
3930,f,108.0,0.7728561098592215,83.46845986479592
3931,fa,4.0,1.7514223193165896,7.005689277266359
3932,fab,3.0,4.909288833000272,14.727866499000818
3933,fabergé,3.0,9.61430435395808,28.84291306187424
3934,fably,7.0,9.208839245849916,64.46187472094941
3935,fabulous,315.0,4.9461593688086,1558.0402011747092
3936,face,150.0,3.975949684624334,596.3924526936501
3937,facebook,292.0,4.6514597236981725,1358.2262393198664
3938,facebook__inbox,10.0,8.00486644152398,80.0486644152398
3939,facecare,21.0,7.262929096794602,152.52151103268665
3940,faced,3.0,7.909556261719655,23.728668785158966
3941,facemask,3.0,9.208839245849916,27.626517737549747
3942,faces,12.0,6.102758915127059,73.23310698152471
3943,facethesun,4.0,8.921157173398134,35.684628693592536
3944,facetime,3.0,10.307451534518025,30.922354603554076
3945,fachion,4.0,8.921157173398134,35.684628693592536
3946,facial,3.0,9.208839245849916,27.626517737549747
3947,facilities,5.0,8.698013622083925,43.49006811041963
3948,fact,76.0,4.93217312683386,374.8451576393734
3949,factor,9.0,5.365809111908721,48.292282007178486
3950,factory,10.0,6.9752470243428215,69.75247024342822
3951,facts,57.0,6.282099843782876,358.07969109562396
3952,fadedworld,5.0,8.698013622083925,43.49006811041963
3953,fagito,3.0,9.208839245849916,27.626517737549747
3954,fahbur,17.0,7.47423819046181,127.06204923785076
3955,fahriye,21.0,6.723932596061915,141.2025845173002
3956,fahriyeevcen,23.0,7.171957318588875,164.95501832754414
3957,fail,6.0,7.822544884730025,46.93526930838015
3958,failed,7.0,8.51569206528997,59.609844457029794
3959,fair,3.0,6.247008523971606,18.741025571914818
3960,faire,10.0,8.361541385462711,83.61541385462712
3961,fairies,4.0,8.361541385462711,33.446165541850846
3962,fairly,3.0,9.208839245849916,27.626517737549747
3963,fairy,7.0,6.752103473028612,47.26472431120028
3964,fairytail,13.0,7.742502177056489,100.65252830173435
3965,fairytale,18.0,7.534862812278244,135.6275306210084
3966,fais,3.0,9.61430435395808,28.84291306187424
3967,fait,5.0,7.049354996496543,35.24677498248272
3968,faith,22.0,7.171957318588875,157.78306100895526
3969,faithful,3.0,9.208839245849916,27.626517737549747
3970,fake,9.0,6.669865374791639,60.028788373124755
3971,fakefur,3.0,9.208839245849916,27.626517737549747
3972,falconeriitaliantour,8.0,8.228009992838189,65.82407994270551
3973,fall,26.0,6.2131069722959245,161.54078127969404
3974,fallen,6.0,8.51569206528997,51.094152391739826
3975,falling,8.0,8.361541385462711,66.89233108370169
3976,falls,11.0,8.00486644152398,88.05353085676379
3977,fame,7.0,8.361541385462711,58.530789698238976
3978,familia,6.0,6.016992093369634,36.1019525602178
3979,familiar,32.0,6.087943829341919,194.8142025389414
3980,families,5.0,8.921157173398134,44.60578586699067
3981,family,271.0,4.343872190899579,1177.189363733786
3982,familyfirst,3.0,9.208839245849916,27.626517737549747
3983,familygoals,3.0,9.208839245849916,27.626517737549747
3984,familylife,7.0,8.361541385462711,58.530789698238976
3985,familylove,8.0,8.228009992838189,65.82407994270551
3986,familymoments,8.0,8.228009992838189,65.82407994270551
3987,familyphoto,3.0,9.208839245849916,27.626517737549747
3988,familytime,25.0,7.088575709649825,177.21439274124563
3989,familytravel,13.0,7.742502177056489,100.65252830173435
3990,familyvacation,5.0,8.698013622083925,43.49006811041963
3991,famosa,3.0,9.208839245849916,27.626517737549747
3992,famous,30.0,6.696533621873801,200.89600865621404
3993,famu,57.0,6.318467487953751,360.15264681336384
3994,famuakas,5.0,8.361541385462711,41.80770692731356
3995,famuakasvia,3.0,9.208839245849916,27.626517737549747
3996,famualphas,4.0,9.208839245849916,36.83535698339966
3997,famubruhz,5.0,8.698013622083925,43.49006811041963
3998,famueducated,5.0,8.698013622083925,43.49006811041963
3999,famueducatedanddegreed,5.0,8.698013622083925,43.49006811041963
4000,famuforever,3.0,9.208839245849916,27.626517737549747
4001,famugrads,5.0,8.698013622083925,43.49006811041963
4002,famuques,5.0,8.698013622083925,43.49006811041963
4003,família,3.0,9.61430435395808,28.84291306187424
4004,fan,25.0,3.7957062048732975,94.89265512183243
4005,fanart,135.0,5.081704860804824,686.0301562086513
4006,fancy,5.0,8.698013622083925,43.49006811041963
4007,fanidrakopoulou,9.0,8.228009992838189,74.0520899355437
4008,fannysarantopoulou,3.0,9.208839245849916,27.626517737549747
4009,fanouropita,3.0,10.307451534518025,30.922354603554076
4010,fanpage,4.0,6.0307854155019704,24.123141662007882
4011,fans,29.0,5.447639130156353,157.98153477453423
4012,fantasia,28.0,6.781091009901864,189.8705482772522
4013,fantasialive,8.0,8.361541385462711,66.89233108370169
4014,fantasies,3.0,9.61430435395808,28.84291306187424
4015,fantastic,16.0,7.049354996496543,112.78967994394469
4016,fantastic_earth,10.0,8.00486644152398,80.0486644152398
4017,fantastiska,3.0,9.208839245849916,27.626517737549747
4018,fantasy,8.0,8.228009992838189,65.82407994270551
4019,far,26.0,5.785662957468985,150.4272368941936
4020,farfetch,3.0,9.61430435395808,28.84291306187424
4021,farm,9.0,7.909556261719655,71.18600635547689
4022,fascinating,5.0,8.698013622083925,43.49006811041963
4023,fashion,1429.0,2.540610997432512,3630.53311533106
4024,fashionable,23.0,6.90625415285587,158.84384551568502
4025,fashionablemom,7.0,8.361541385462711,58.530789698238976
4026,fashionaccessories,3.0,9.208839245849916,27.626517737549747
4027,fashionaddict,59.0,6.180317149472934,364.6387118189031
4028,fashionaddicted,4.0,8.921157173398134,35.684628693592536
4029,fashional_gr,8.0,8.228009992838189,65.82407994270551
4030,fashionbaby,6.0,8.51569206528997,51.094152391739826
4031,fashionblog,68.0,4.293736378475224,291.9740737363152
4032,fashionblogger,354.0,4.393948528879755,1555.4577792234334
4033,fashionblogger_de,3.0,9.208839245849916,27.626517737549747
4034,fashionbloggers,26.0,6.2644002666834755,162.87440693377036
4035,fashiondaily,8.0,8.228009992838189,65.82407994270551
4036,fashiondesfemmes,6.0,8.51569206528997,51.094152391739826
4037,fashiondesigner,10.0,8.00486644152398,80.0486644152398
4038,fashiondiaries,114.0,5.616103652288881,640.2358163609325
4039,fashiondocumentary,4.0,8.921157173398134,35.684628693592536
4040,fashioned,3.0,9.208839245849916,27.626517737549747
4041,fashionellblog,3.0,9.208839245849916,27.626517737549747
4042,fashionexpert,118.0,5.536766910052361,653.3384953861786
4043,fashionforpassion,7.0,8.361541385462711,58.530789698238976
4044,fashionforward,22.0,7.21640908115971,158.7609997855136
4045,fashionfridays,8.0,8.228009992838189,65.82407994270551
4046,fashiongirl,19.0,6.90625415285587,131.21882890426153
4047,fashiongirls,12.0,7.822544884730025,93.8705386167603
4048,fashiongram,239.0,4.810283309224824,1149.6577109047328
4049,fashiongrammer,8.0,8.361541385462711,66.89233108370169
4050,fashiongran,4.0,8.921157173398134,35.684628693592536
4051,fashionholic,3.0,9.208839245849916,27.626517737549747
4052,fashionicon,19.0,7.363012555351585,139.89723855168012
4053,fashionindustry,3.0,9.208839245849916,27.626517737549747
4054,fashioninfluencers,4.0,8.921157173398134,35.684628693592536
4055,fashioninspiration,5.0,8.698013622083925,43.49006811041963
4056,fashioninspo,24.0,7.12939770417008,171.1055449000819
4057,fashioninsta,3.0,9.208839245849916,27.626517737549747
4058,fashionist,4.0,4.818513808361339,19.274055233445356
4059,fashionista,241.0,4.818513808361339,1161.2618278150826
4060,fashionistas,5.0,8.698013622083925,43.49006811041963
4061,fashionizein,9.0,8.228009992838189,74.0520899355437
4062,fashionjewelry,4.0,8.921157173398134,35.684628693592536
4063,fashionkilla,16.0,7.534862812278244,120.5578049964519
4064,fashionlook,9.0,8.110226957181807,72.99204261463626
4065,fashionlove,14.0,6.229914090612306,87.21879726857229
4066,fashionlover,35.0,6.47881013802893,226.75835483101255
4067,fashionlovers,11.0,7.909556261719655,87.0051188789162
4068,fashionmark,8.0,8.228009992838189,65.82407994270551
4069,fashionnoiz,5.0,8.698013622083925,43.49006811041963
4070,fashionph,4.0,7.049354996496543,28.197419985986173
4071,fashionphotography,22.0,7.21640908115971,158.7609997855136
4072,fashionpost,83.0,5.8886109267214275,488.7547069178785
4073,fashionproject,12.0,7.363012555351585,88.35615066421902
4074,fashionroles,4.0,9.208839245849916,36.83535698339966
